NExScI Disposition,KOI Name,Kepler Name,Planet Radius,Stellar Radius,Metallicity,Stellar Mass
CONFIRMED,K04005.01,Kepler-439 b,2.250,0.879,0.020,0.881
CANDIDATE,K01985.01,,2.240,0.734,0.000,0.794
FALSE POSITIVE,K06976.01,,91.260,3.981,0.080,1.672
FALSE POSITIVE,K06977.01,,30.540,0.690,-0.460,0.666
CANDIDATE,K06978.01,,0.840,1.242,0.120,1.014
FALSE POSITIVE,K04306.01,,1.580,2.087,-0.100,1.285
CONFIRMED,K00904.01,Kepler-55 d,1.850,0.646,-0.020,0.710
CONFIRMED,K00904.02,Kepler-55 b,1.900,0.646,-0.020,0.710
CONFIRMED,K00904.03,Kepler-55 c,1.850,0.646,-0.020,0.710
CONFIRMED,K00904.04,Kepler-55 e,1.620,0.646,-0.020,0.710
CONFIRMED,K00904.05,Kepler-55 f,1.750,0.646,-0.020,0.710
CONFIRMED,K03298.01,Kepler-1460 b,2.240,0.638,-0.280,0.624
FALSE POSITIVE,K06051.01,,221.550,1.785,-0.360,1.360
FALSE POSITIVE,K05481.01,,50.850,0.934,-0.120,0.967
FALSE POSITIVE,K06979.01,,61.040,1.280,-0.340,1.015
CANDIDATE,K06980.01,,1.080,1.076,0.070,1.169
CONFIRMED,K00318.01,Kepler-522 b,8.560,1.927,0.440,1.486
CONFIRMED,K01015.01,Kepler-750 b,4.390,1.860,0.160,1.204
CONFIRMED,K01015.02,Kepler-750 c,2.360,1.860,0.160,1.204
CANDIDATE,K01015.03,,3.140,1.860,0.160,1.204
CANDIDATE,K05482.01,,2.960,0.865,-0.200,0.957
CONFIRMED,K01858.01,Kepler-985 b,3.260,0.835,0.000,0.868
CONFIRMED,K00688.01,Kepler-645 b,3.540,1.972,0.360,1.460
FALSE POSITIVE,K06982.01,,0.410,0.568,-1.380,0.574
CANDIDATE,K00521.01,,4.620,1.060,-0.140,0.999
CANDIDATE,K00521.02,,1.190,1.060,-0.140,0.999
FALSE POSITIVE,K01712.01,,2.720,0.913,-0.140,0.881
CONFIRMED,K02116.01,Kepler-1106 b,2.440,1.705,0.160,1.165
CONFIRMED,K02073.01,Kepler-357 d,2.490,0.828,0.180,0.791
CONFIRMED,K02073.02,Kepler-357 b,1.920,0.828,0.180,0.791
CONFIRMED,K02073.03,Kepler-357 c,2.510,0.828,0.180,0.791
FALSE POSITIVE,K01810.01,,70.110,2.111,-0.140,1.692
CONFIRMED,K02105.01,Kepler-1100 b,1.250,0.981,-0.040,1.030
CANDIDATE,K06983.01,,0.850,0.969,0.120,0.962
FALSE POSITIVE,K06052.01,,180.800,4.712,0.210,3.504
FALSE POSITIVE,K06053.01,,32.560,0.741,-0.400,0.822
CONFIRMED,K01867.01,Kepler-327 b,1.110,0.506,0.040,0.513
CONFIRMED,K01867.02,Kepler-327 d,2.040,0.506,0.040,0.513
CONFIRMED,K01867.03,Kepler-327 c,1.040,0.506,0.040,0.513
CONFIRMED,K02209.01,Kepler-1142 b,2.720,1.839,-0.300,0.962
CANDIDATE,K02209.02,,2.180,1.839,-0.300,0.962
FALSE POSITIVE,K06054.01,,31.580,0.880,-0.080,0.977
CONFIRMED,K01017.01,Kepler-751 b,3.240,0.966,-0.040,0.882
FALSE POSITIVE,K02139.01,,2.170,0.670,-0.300,0.654
CANDIDATE,K02720.01,,1.260,1.432,-0.160,1.029
FALSE POSITIVE,K00960.01,,15.610,0.789,-0.100,0.885
FALSE POSITIVE,K01016.01,,2.930,0.764,-0.100,0.854
FALSE POSITIVE,K03624.01,,92.780,1.893,-0.080,1.621
FALSE POSITIVE,K04196.01,,8.300,2.160,-0.340,1.237
FALSE POSITIVE,K07869.01,,1.030,1.155,-0.120,1.038
FALSE POSITIVE,K02359.01,,1.270,0.739,-0.040,0.827
FALSE POSITIVE,K05483.01,,66.650,1.722,-0.240,0.872
FALSE POSITIVE,K01741.01,,19.040,0.795,-0.200,0.876
FALSE POSITIVE,K00905.01,,4.330,0.827,-0.340,0.914
CANDIDATE,K07870.01,,2.100,1.220,0.280,1.097
CONFIRMED,K03255.01,Kepler-437 b,1.560,0.679,0.000,0.713
FALSE POSITIVE,K06986.01,,44.560,0.696,-0.500,0.668
FALSE POSITIVE,K01018.01,,37.990,2.124,-0.760,0.804
CANDIDATE,K02480.01,,1.490,0.554,-0.200,0.556
FALSE POSITIVE,K02781.01,,1.310,2.017,-0.520,0.965
CONFIRMED,K00018.01,Kepler-5 b,14.920,1.746,0.040,1.319
FALSE POSITIVE,K03058.01,,1.330,0.667,-0.880,0.646
CONFIRMED,K00572.01,Kepler-187 c,2.870,1.233,-0.060,1.057
CONFIRMED,K00572.02,Kepler-187 b,1.440,1.233,-0.060,1.057
FALSE POSITIVE,K06988.01,,74.230,1.460,-0.260,1.257
FALSE POSITIVE,K06989.01,,60.740,1.213,-0.540,0.864
FALSE POSITIVE,K06990.01,,105.820,1.940,-0.420,1.436
CANDIDATE,K04634.01,,0.980,1.041,-0.280,0.987
CANDIDATE,K05485.01,,17.370,4.521,-0.240,1.583
CONFIRMED,K01746.01,Kepler-946 b,2.410,1.199,0.140,0.962
CANDIDATE,K05486.01,,23.470,3.359,-0.200,1.742
FALSE POSITIVE,K03074.01,,29.830,0.764,-0.180,0.840
FALSE POSITIVE,K06175.01,,21.680,1.717,-0.380,1.384
FALSE POSITIVE,K07871.01,,18.390,0.651,-0.520,0.634
CANDIDATE,K03123.01,,1.940,1.186,0.160,1.061
CONFIRMED,K02762.01,Kepler-1341 b,2.510,0.659,-0.100,0.687
FALSE POSITIVE,K07872.01,,259.360,6.816,-0.240,1.023
FALSE POSITIVE,K06991.01,,30.920,1.153,-0.020,0.901
FALSE POSITIVE,K06992.01,,0.740,0.717,-0.560,0.731
FALSE POSITIVE,K03405.01,,24.760,0.666,-0.740,0.646
CONFIRMED,K02593.01,Kepler-1285 b,0.980,1.307,0.280,1.244
CANDIDATE,K02593.02,,0.680,1.307,0.280,1.244
CANDIDATE,K04838.01,,0.880,0.613,-0.200,0.640
CANDIDATE,K04838.02,,7.620,0.613,-0.200,0.640
CANDIDATE,K04838.03,,1.100,0.613,-0.200,0.640
CANDIDATE,K01064.01,,67.350,1.489,-0.060,1.243
CONFIRMED,K01920.01,Kepler-1014 b,2.030,0.779,-0.220,0.865
CANDIDATE,K01920.02,,0.740,0.779,-0.220,0.865
CONFIRMED,K02133.01,Kepler-91 b,14.930,6.221,0.300,1.218
FALSE POSITIVE,K02133.02,,10.100,6.221,0.300,1.218
FALSE POSITIVE,K00419.01,,39.890,0.932,-0.140,1.019
CANDIDATE,K07873.01,,0.570,0.914,-0.100,1.000
CANDIDATE,K04098.01,,2.390,2.571,0.040,1.157
CONFIRMED,K01069.01,Kepler-760 b,2.860,0.863,0.160,0.809
CONFIRMED,K01069.02,Kepler-760 c,1.560,0.863,0.160,0.809
FALSE POSITIVE,K01767.01,,719.490,0.871,-0.060,0.883
FALSE POSITIVE,K05488.01,,19.250,0.799,-0.060,0.892
CONFIRMED,K01910.01,Kepler-1010 b,2.440,0.872,0.180,0.815
CANDIDATE,K01910.02,,1.150,0.872,0.180,0.815
FALSE POSITIVE,K08154.01,,1.680,0.977,-0.540,0.998
CONFIRMED,K00906.01,Kepler-250 c,2.470,0.838,0.140,0.798
CONFIRMED,K00906.02,Kepler-250 d,2.430,0.838,0.140,0.798
CONFIRMED,K00906.03,Kepler-250 b,1.080,0.838,0.140,0.798
CANDIDATE,K06993.01,,1.090,0.761,-0.440,0.782
CANDIDATE,K06994.01,,0.700,1.316,0.100,0.942
FALSE POSITIVE,K02826.01,,0.230,0.116,0.000,0.094
FALSE POSITIVE,K06995.01,,50.480,1.056,-0.320,1.095
CONFIRMED,K02238.01,Kepler-1152 b,0.860,0.513,-0.020,0.543
CONFIRMED,K01072.01,Kepler-761 b,1.950,0.820,-0.300,0.865
CONFIRMED,K01713.01,Kepler-316 c,1.340,0.574,-0.320,0.587
CONFIRMED,K01713.02,Kepler-316 b,1.220,0.574,-0.320,0.587
FALSE POSITIVE,K06055.01,,16.730,0.867,-0.520,0.830
FALSE POSITIVE,K07874.01,,0.730,0.847,-0.580,0.736
CANDIDATE,K03494.01,,2.670,0.832,-0.160,0.768
FALSE POSITIVE,K06996.01,,29.170,0.673,-0.640,0.651
CANDIDATE,K04834.01,,1.850,3.231,0.280,1.554
CONFIRMED,K02140.01,Kepler-1116 b,2.260,0.870,-0.060,0.968
FALSE POSITIVE,K03302.01,,2.070,0.874,-0.180,0.943
FALSE POSITIVE,K06997.01,,52.420,1.528,0.020,1.252
CONFIRMED,K02347.01,Kepler-1203 b,0.990,0.570,0.240,0.576
FALSE POSITIVE,K06998.01,,140.230,2.652,-0.200,1.906
FALSE POSITIVE,K03826.01,,28.640,0.850,-0.060,0.944
CONFIRMED,K01809.01,Kepler-321 c,2.200,0.956,0.100,1.022
CONFIRMED,K01809.02,Kepler-321 b,1.460,0.956,0.100,1.022
FALSE POSITIVE,K06999.01,,95.830,1.299,-0.220,1.065
CONFIRMED,K01070.01,Kepler-266 b,2.980,1.294,0.160,0.947
CONFIRMED,K01070.02,Kepler-266 c,4.750,1.294,0.160,0.947
CANDIDATE,K03020.01,,1.900,1.972,0.300,1.234
FALSE POSITIVE,K05493.01,,101.150,2.467,-0.200,1.414
CONFIRMED,K01726.01,Kepler-942 b,2.000,0.729,0.140,0.817
FALSE POSITIVE,K01065.01,,16.940,1.033,-0.100,1.093
CANDIDATE,K07875.01,,1.320,0.997,0.060,0.989
FALSE POSITIVE,K07000.01,,40.790,1.232,-0.080,1.248
FALSE POSITIVE,K02952.01,,1.210,0.984,-0.140,0.921
FALSE POSITIVE,K03545.01,,40.740,0.576,-0.740,0.566
FALSE POSITIVE,K01071.01,,1.290,0.859,-0.020,0.959
FALSE POSITIVE,K07001.01,,0.740,0.728,0.060,0.793
FALSE POSITIVE,K07876.01,,0.420,0.501,-1.520,0.514
FALSE POSITIVE,K01067.01,,49.820,1.367,0.160,1.180
CONFIRMED,K00907.01,Kepler-251 c,2.720,0.866,-0.180,0.841
CONFIRMED,K00907.02,Kepler-251 d,3.140,0.866,-0.180,0.841
CONFIRMED,K00907.03,Kepler-251 b,1.360,0.866,-0.180,0.841
CONFIRMED,K00907.04,Kepler-251 e,2.640,0.866,-0.180,0.841
CANDIDATE,K02569.01,,1.370,1.175,0.160,0.976
CONFIRMED,K02344.01,Kepler-1200 b,0.980,0.658,0.060,0.725
CANDIDATE,K07002.01,,1.300,0.939,-0.020,0.943
FALSE POSITIVE,K00061.01,,24.870,1.091,-0.240,1.019
FALSE POSITIVE,K04164.01,,0.880,1.612,0.280,1.296
FALSE POSITIVE,K05495.01,,196.780,6.222,0.000,1.936
CONFIRMED,K00908.01,Kepler-720 b,10.600,1.210,0.140,0.940
FALSE POSITIVE,K03652.01,,70.730,1.415,-0.020,0.950
FALSE POSITIVE,K00909.01,,540.370,0.592,-0.280,0.580
CANDIDATE,K02573.01,,23.450,0.685,-0.780,0.658
CANDIDATE,K07003.01,,1.350,1.594,0.120,1.028
CONFIRMED,K01986.01,Kepler-1038 b,3.610,0.821,0.160,0.868
CANDIDATE,K01986.02,,1.210,0.821,0.160,0.868
FALSE POSITIVE,K01063.01,,102.080,1.583,-0.580,0.959
FALSE POSITIVE,K03870.01,,21.710,0.857,-0.080,0.805
FALSE POSITIVE,K00286.01,,3.840,2.879,0.070,2.197
CANDIDATE,K02935.01,,1.540,1.055,-0.360,1.048
FALSE POSITIVE,K03888.01,,18.160,0.734,-0.560,0.694
CANDIDATE,K01066.01,,9.290,0.842,-0.280,0.869
FALSE POSITIVE,K02085.01,,1.260,0.755,-0.360,0.713
FALSE POSITIVE,K07877.01,,1.100,1.131,-0.140,1.162
CONFIRMED,K02144.01,Kepler-1118 b,2.450,0.913,-0.160,0.801
CANDIDATE,K02174.01,,2.440,0.637,0.000,0.649
CANDIDATE,K02174.02,,2.050,0.637,0.000,0.649
CANDIDATE,K02174.03,,1.710,0.637,0.000,0.649
CANDIDATE,K02174.04,,0.960,0.637,0.000,0.649
FALSE POSITIVE,K01073.01,,1.250,1.205,-0.040,0.886
FALSE POSITIVE,K07004.01,,157.330,2.779,-0.160,1.930
CANDIDATE,K07878.01,,15.410,2.884,-0.380,1.206
CANDIDATE,K02822.01,,1.940,0.865,-0.260,0.956
FALSE POSITIVE,K03581.01,,52.690,0.743,-0.080,0.721
FALSE POSITIVE,K03338.01,,40.170,1.157,-0.280,1.136
FALSE POSITIVE,K03338.02,,5.330,1.157,-0.280,1.136
FALSE POSITIVE,K01068.01,,14.350,2.994,-0.420,1.359
FALSE POSITIVE,K03655.01,,64.690,1.000,0.000,1.000
CANDIDATE,K04037.01,,3.360,1.313,0.100,1.174
FALSE POSITIVE,K06177.01,,1.040,1.671,-0.120,1.460
CANDIDATE,K00522.01,,3.310,0.844,-0.280,0.935
CANDIDATE,K01731.01,,2.360,0.797,0.300,0.776
FALSE POSITIVE,K01731.02,,1.260,0.797,0.300,0.776
CONFIRMED,K01820.01,Kepler-322 c,1.630,0.876,0.060,0.883
CONFIRMED,K01820.02,Kepler-322 b,0.970,0.876,0.060,0.883
CANDIDATE,K04799.01,,1.690,1.707,0.200,1.046
CONFIRMED,K01150.01,Kepler-780 b,0.900,1.037,0.080,0.974
CANDIDATE,K04435.01,,1.010,1.017,-0.280,1.069
FALSE POSITIVE,K01130.01,,20.050,0.891,-0.100,0.948
CONFIRMED,K01151.01,Kepler-271 b,1.220,0.853,-0.200,0.838
CONFIRMED,K01151.02,Kepler-271 c,0.940,0.853,-0.200,0.838
CONFIRMED,K01151.03,Kepler-271 d,0.670,0.853,-0.200,0.838
CANDIDATE,K01151.04,,0.760,0.853,-0.200,0.838
CANDIDATE,K01151.05,,0.800,0.853,-0.200,0.838
CONFIRMED,K02193.01,Kepler-1136 b,1.530,0.651,-0.220,0.637
CONFIRMED,K04015.01,Kepler-1539 b,2.670,0.864,0.180,0.811
CANDIDATE,K07007.01,,0.770,0.590,-0.460,0.574
FALSE POSITIVE,K07008.01,,24.640,0.537,-1.520,0.574
FALSE POSITIVE,K07009.01,,2.880,0.933,-0.160,0.868
FALSE POSITIVE,K05498.01,,40.880,1.030,0.240,0.879
FALSE POSITIVE,K07010.01,,30.470,0.622,-1.100,0.616
CONFIRMED,K01142.01,Kepler-778 b,1.580,0.788,-0.040,0.884
CONFIRMED,K00260.01,Kepler-126 b,1.340,1.297,-0.160,1.059
CONFIRMED,K00260.02,Kepler-126 d,2.510,1.297,-0.160,1.059
CONFIRMED,K00260.03,Kepler-126 c,1.510,1.297,-0.160,1.059
FALSE POSITIVE,K08274.01,,55.330,15.075,-0.500,2.683
FALSE POSITIVE,K07011.01,,42.510,1.233,-0.300,1.085
FALSE POSITIVE,K04593.01,,1.210,0.898,-0.280,0.982
FALSE POSITIVE,K07012.01,,69.660,0.900,-0.280,0.782
FALSE POSITIVE,K07879.01,,6.150,3.811,-0.500,1.754
FALSE POSITIVE,K03631.01,,70.670,1.000,0.000,1.000
FALSE POSITIVE,K01147.01,,1.190,1.223,-0.280,0.997
FALSE POSITIVE,K07013.01,,94.230,1.526,-0.120,1.283
CANDIDATE,K03301.01,,1.120,0.901,-0.120,0.890
FALSE POSITIVE,K03732.01,,52.050,0.954,-0.340,1.022
FALSE POSITIVE,K01144.01,,1.440,0.796,-0.660,0.847
FALSE POSITIVE,K07014.01,,90.390,2.059,-0.260,1.156
FALSE POSITIVE,K07015.01,,0.950,0.851,0.000,0.952
FALSE POSITIVE,K08155.01,,2.430,0.810,-0.140,0.907
FALSE POSITIVE,K04436.01,,1.220,1.030,0.070,1.132
FALSE POSITIVE,K03761.01,,11.230,0.664,-0.580,0.645
CANDIDATE,K07880.01,,1.810,1.132,-0.560,1.039
CONFIRMED,K07016.01,Kepler-452 b,1.090,0.798,-0.220,0.892
FALSE POSITIVE,K07017.01,,44.290,0.826,-0.460,0.907
FALSE POSITIVE,K01143.01,,2.740,0.877,-0.120,0.973
CANDIDATE,K01145.01,,2.320,1.082,0.000,1.024
FALSE POSITIVE,K07018.01,,55.000,1.168,-0.220,0.846
FALSE POSITIVE,K07019.01,,60.350,1.286,-0.340,1.030
FALSE POSITIVE,K04846.01,,1.320,0.868,-0.020,0.963
CANDIDATE,K04846.02,,1.260,0.868,-0.020,0.963
CANDIDATE,K02293.01,,1.700,0.891,0.160,0.972
FALSE POSITIVE,K00175.01,,5.760,2.623,-0.120,1.372
FALSE POSITIVE,K03767.01,,14.780,0.800,-0.160,0.752
CANDIDATE,K04393.01,,0.920,0.811,-0.020,0.896
FALSE POSITIVE,K02680.01,,23.400,0.728,-0.400,0.814
CANDIDATE,K08275.01,,3.760,0.790,0.000,0.886
CANDIDATE,K04390.01,,103.990,3.739,-0.360,1.390
FALSE POSITIVE,K01132.01,,13.630,1.118,0.020,1.164
FALSE POSITIVE,K07020.01,,72.760,1.468,-0.340,1.066
CANDIDATE,K03318.01,,3.780,1.057,-0.060,1.030
CANDIDATE,K03318.02,,3.830,1.057,-0.060,1.030
CANDIDATE,K04567.01,,8.100,0.987,-0.220,1.006
CANDIDATE,K04567.02,,1.110,0.987,-0.220,1.006
FALSE POSITIVE,K01137.01,,40.730,0.857,0.000,0.845
CONFIRMED,K00573.01,Kepler-188 c,2.960,1.089,0.140,0.958
CONFIRMED,K00573.02,Kepler-188 b,1.630,1.089,0.140,0.958
FALSE POSITIVE,K02385.01,,2.740,0.783,-0.020,0.875
FALSE POSITIVE,K07021.01,,46.720,0.913,-0.120,1.004
CANDIDATE,K04399.01,,1.420,0.820,-0.140,0.917
FALSE POSITIVE,K07881.01,,19.940,12.787,0.100,1.467
CONFIRMED,K01141.01,Kepler-777 b,1.380,0.548,-0.140,0.567
CANDIDATE,K04763.01,,1.570,1.117,-0.140,0.988
CONFIRMED,K00122.01,Kepler-95 b,3.130,1.411,0.300,1.053
CONFIRMED,K01146.01,Kepler-779 b,0.740,0.389,-0.160,0.400
CONFIRMED,K00420.01,Kepler-547 b,3.800,0.738,-0.120,0.718
CANDIDATE,K04711.01,,1.080,0.763,-0.400,0.853
CANDIDATE,K06178.01,,1.640,0.996,-0.100,1.070
CONFIRMED,K00574.01,Kepler-189 c,2.980,0.826,0.160,0.789
CONFIRMED,K00574.02,Kepler-189 b,1.500,0.826,0.160,0.789
FALSE POSITIVE,K03424.01,,39.240,0.708,-0.500,0.769
FALSE POSITIVE,K07022.01,,30.110,0.705,-0.560,0.673
FALSE POSITIVE,K02929.01,,1.490,0.820,0.020,0.920
CONFIRMED,K00127.01,Kepler-77 b,10.430,0.994,0.200,0.950
CANDIDATE,K04667.01,,2.450,1.137,-0.120,1.167
CANDIDATE,K04854.01,,0.760,0.864,0.140,0.854
CANDIDATE,K02982.01,,1.370,0.827,-0.140,0.873
CONFIRMED,K00689.01,Kepler-646 b,1.530,0.737,-0.560,0.801
CANDIDATE,K07023.01,,0.720,0.874,0.120,0.812
FALSE POSITIVE,K06056.01,,21.300,0.860,-0.300,0.944
FALSE POSITIVE,K07024.01,,50.460,0.763,-0.400,0.853
CANDIDATE,K07882.01,,1.310,0.646,-0.120,0.636
FALSE POSITIVE,K05508.01,,46.140,0.871,-0.540,0.746
FALSE POSITIVE,K03722.01,,,,,
CONFIRMED,K00575.01,Kepler-606 b,2.800,1.047,-0.100,1.104
FALSE POSITIVE,K07025.01,,16.170,1.001,-0.120,0.831
CONFIRMED,K01879.01,Kepler-993 b,3.340,0.565,0.300,0.600
CANDIDATE,K06179.01,,2.130,1.012,0.070,1.117
FALSE POSITIVE,K07883.01,,14.630,6.226,-0.420,1.179
FALSE POSITIVE,K01133.01,,37.150,0.872,0.000,0.919
FALSE POSITIVE,K07026.01,,51.510,0.919,-0.280,1.000
FALSE POSITIVE,K00615.01,,48.150,1.231,0.000,0.895
CANDIDATE,K04007.01,,25.010,1.005,-0.160,1.072
FALSE POSITIVE,K01139.01,,3.280,1.217,-0.140,1.171
FALSE POSITIVE,K07027.01,,40.080,1.093,-0.360,0.986
FALSE POSITIVE,K07028.01,,62.750,0.917,-0.420,0.770
CANDIDATE,K03268.01,,22.560,0.892,-0.160,0.862
FALSE POSITIVE,K07029.01,,23.940,0.587,-1.140,0.587
CANDIDATE,K02507.01,,1.930,0.964,-0.180,1.041
CONFIRMED,K02468.01,Kepler-1249 b,1.740,0.967,-0.140,1.045
FALSE POSITIVE,K05510.01,,93.470,1.672,-0.400,1.041
CONFIRMED,K02145.01,Kepler-1119 b,1.800,1.000,-0.100,1.024
FALSE POSITIVE,K07030.01,,47.550,0.924,-0.160,0.864
FALSE POSITIVE,K04017.01,,29.530,1.628,-0.600,0.930
FALSE POSITIVE,K07031.01,,31.780,15.355,0.210,3.121
FALSE POSITIVE,K01136.01,,,,,
CANDIDATE,K07884.01,,1.490,1.002,-0.120,0.865
CANDIDATE,K07032.01,,0.610,0.936,0.100,1.017
CONFIRMED,K00152.01,Kepler-79 d,7.140,1.324,-0.040,1.101
CONFIRMED,K00152.02,Kepler-79 c,3.630,1.324,-0.040,1.101
CONFIRMED,K00152.03,Kepler-79 b,3.390,1.324,-0.040,1.101
CONFIRMED,K00152.04,Kepler-79 e,3.010,1.324,-0.040,1.101
CONFIRMED,K00116.01,Kepler-106 c,2.640,1.012,-0.120,0.951
CONFIRMED,K00116.02,Kepler-106 e,2.870,1.012,-0.120,0.951
CONFIRMED,K00116.03,Kepler-106 b,0.790,1.012,-0.120,0.951
CONFIRMED,K00116.04,Kepler-106 d,1.310,1.012,-0.120,0.951
CANDIDATE,K05512.01,,3.020,0.818,-0.060,0.913
CANDIDATE,K01733.01,,1.720,0.587,-1.460,0.591
CANDIDATE,K04407.01,,0.600,1.319,0.160,1.269
FALSE POSITIVE,K01135.01,,43.980,1.385,-0.260,1.049
CANDIDATE,K01140.01,,97.360,3.142,-0.580,1.325
CANDIDATE,K04772.01,,1.690,1.193,0.140,1.146
FALSE POSITIVE,K04772.03,,2.990,1.193,0.140,1.146
FALSE POSITIVE,K07033.01,,1.580,2.176,-0.260,1.415
CONFIRMED,K03404.01,Kepler-1489 b,1.820,0.957,0.140,0.977
FALSE POSITIVE,K00690.01,,7.240,0.872,-0.500,0.968
CANDIDATE,K02291.01,,2.680,0.915,0.160,0.878
CONFIRMED,K01148.01,Kepler-270 b,2.070,1.410,0.100,1.156
CONFIRMED,K01148.02,Kepler-270 c,1.710,1.410,0.100,1.156
FALSE POSITIVE,K07034.01,,57.140,0.807,-0.180,0.783
FALSE POSITIVE,K07035.01,,93.460,0.959,-0.380,0.942
FALSE POSITIVE,K07036.01,,0.560,0.505,-0.100,0.514
CONFIRMED,K00910.01,Kepler-721 b,2.680,0.801,0.210,0.915
FALSE POSITIVE,K01134.01,,29.550,0.772,0.000,0.800
FALSE POSITIVE,K01134.02,,,,,
FALSE POSITIVE,K05513.01,,78.770,1.046,-0.180,0.994
CONFIRMED,K02730.01,Kepler-1328 b,1.310,1.289,0.160,0.963
FALSE POSITIVE,K01138.01,,35.800,0.920,-0.120,0.993
FALSE POSITIVE,K07037.01,,50.020,1.611,-0.060,1.066
CONFIRMED,K04441.01,Kepler-1604 b,1.720,0.747,0.020,0.817
CONFIRMED,K04693.01,Kepler-1619 b,1.070,1.393,-0.300,0.999
FALSE POSITIVE,K07038.01,,55.340,2.730,0.000,1.733
CONFIRMED,K03497.01,Kepler-1512 b,0.800,0.344,0.040,0.346
CONFIRMED,K01914.01,Kepler-1013 b,4.410,1.643,0.360,0.955
FALSE POSITIVE,K07885.01,,42.470,1.351,-0.040,1.340
CONFIRMED,K02624.01,Kepler-1294 b,3.520,1.149,0.140,1.021
FALSE POSITIVE,K02965.01,,1.450,1.823,-0.500,1.103
FALSE POSITIVE,K07039.01,,161.020,2.406,-0.500,1.430
FALSE POSITIVE,K02511.01,,1.090,0.867,-0.340,0.859
FALSE POSITIVE,K04449.01,,1.680,2.243,-0.720,0.808
CANDIDATE,K05515.01,,6.460,1.194,-0.500,0.936
CANDIDATE,K04603.01,,1.170,1.168,-0.080,1.181
FALSE POSITIVE,K03873.01,,54.170,5.198,-0.380,0.938
CANDIDATE,K03078.01,,1.160,1.041,-0.040,1.104
FALSE POSITIVE,K05516.01,,65.640,1.000,0.000,1.000
FALSE POSITIVE,K03833.01,,5.010,0.527,-0.440,0.525
CANDIDATE,K01131.01,,28.440,0.674,-0.760,0.652
CANDIDATE,K04153.01,,1.650,0.797,-0.500,0.852
FALSE POSITIVE,K05518.01,,3.100,0.794,-0.320,0.886
CANDIDATE,K08156.01,,3.120,1.116,-0.140,1.152
FALSE POSITIVE,K07886.01,,3.350,2.049,-0.180,1.237
CANDIDATE,K03197.01,,0.960,1.087,-0.300,1.017
CANDIDATE,K07041.01,,0.790,0.777,-0.580,0.710
FALSE POSITIVE,K01769.01,,39.510,0.771,-0.740,0.703
FALSE POSITIVE,K07042.01,,58.510,1.436,-0.420,0.970
FALSE POSITIVE,K07043.01,,117.510,2.072,-0.340,1.173
FALSE POSITIVE,K00236.01,,32.770,0.875,-0.400,0.761
FALSE POSITIVE,K01776.01,,26.200,0.645,-0.180,0.634
FALSE POSITIVE,K07044.01,,369.200,9.356,0.210,2.434
FALSE POSITIVE,K04565.01,,0.910,2.206,-0.060,1.719
CANDIDATE,K01254.01,,4.400,1.000,0.000,1.000
CANDIDATE,K00102.01,,3.270,1.071,0.210,1.028
FALSE POSITIVE,K00102.02,,0.980,1.071,0.210,1.028
FALSE POSITIVE,K06057.01,,35.710,1.344,-0.040,1.107
FALSE POSITIVE,K03863.01,,26.310,3.618,0.000,2.082
CONFIRMED,K04356.01,Kepler-1593 b,1.740,0.452,-1.460,0.496
FALSE POSITIVE,K01730.01,,18.900,0.693,-0.520,0.666
FALSE POSITIVE,K07887.01,,18.100,13.654,-0.240,2.009
FALSE POSITIVE,K01253.01,,28.070,0.802,-0.200,0.750
CONFIRMED,K02529.01,Kepler-436 c,2.750,0.697,0.020,0.734
CONFIRMED,K02529.02,Kepler-436 b,2.480,0.697,0.020,0.734
FALSE POSITIVE,K00576.01,,9.300,1.153,0.000,0.918
CONFIRMED,K00245.01,Kepler-37 d,1.900,0.781,-0.240,0.829
CONFIRMED,K00245.02,Kepler-37 c,0.720,0.781,-0.240,0.829
CANDIDATE,K07045.01,,34.230,0.627,-0.980,0.619
FALSE POSITIVE,K07046.01,,78.140,1.158,-0.500,0.940
CANDIDATE,K00691.01,,2.830,1.098,-0.280,0.922
CONFIRMED,K00691.02,Kepler-647 b,1.210,1.098,-0.280,0.922
CANDIDATE,K04386.01,,1.620,0.734,-0.240,0.815
FALSE POSITIVE,K05521.01,,72.910,2.295,-0.300,0.995
CONFIRMED,K02402.01,Kepler-1223 b,1.540,0.796,0.320,0.836
FALSE POSITIVE,K04254.01,,1.080,2.052,0.210,2.036
FALSE POSITIVE,K03905.01,,15.140,0.566,-0.580,0.552
FALSE POSITIVE,K04206.01,,0.690,0.750,-0.220,0.840
FALSE POSITIVE,K04596.01,,0.680,0.941,0.000,1.033
CANDIDATE,K07888.01,,0.600,1.011,-0.060,1.060
FALSE POSITIVE,K07047.01,,62.900,3.009,0.020,1.808
FALSE POSITIVE,K01248.01,,19.910,0.874,-0.160,0.968
CANDIDATE,K07889.01,,2.440,0.903,0.160,1.006
CONFIRMED,K00911.01,Kepler-722 b,2.850,0.999,-0.040,1.077
CONFIRMED,K00911.02,Kepler-722 c,3.430,0.999,-0.040,1.077
CONFIRMED,K00234.01,Kepler-498 b,3.270,1.110,0.020,1.037
FALSE POSITIVE,K03555.01,,63.680,2.580,-0.340,0.887
CONFIRMED,K02016.01,Kepler-1054 b,1.950,1.030,0.070,1.132
FALSE POSITIVE,K04437.01,,2.110,1.655,0.260,0.949
CANDIDATE,K04505.01,,1.050,1.167,-0.160,1.023
